func,start,end,is_cold,container_id,provider.request_id,blob.upload,blob.download,cpuinfo,request_id
map,1704924639.943309,1704924642.634089,True,30d2dd03,ncsxo14ecpn5,15,7653,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.0002 GHz', 'hz_actual_friendly': '2.0002 GHz', 'hz_advertised': [2000167000, 0], 'hz_actual': [2000167000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",5141e1f3
map,1704927027.882521,1704927030.338565,True,14d4f952,e9i0j3r3sikb,15,7640,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7002 GHz', 'hz_actual_friendly': '2.7002 GHz', 'hz_advertised': [2700217000, 0], 'hz_actual': [2700217000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",ad5af493
reduce,1704927045.873607,1704927047.512125,True,d6677f97,nj1ff0mxe54x,0,9,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7002 GHz', 'hz_actual_friendly': '2.7002 GHz', 'hz_advertised': [2700228000, 0], 'hz_actual': [2700228000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",ad5af493
reduce,1704927045.813422,1704927047.777168,True,f6c20b8b,6zg5j2vf47t9,0,9,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7003 GHz', 'hz_actual_friendly': '2.7003 GHz', 'hz_advertised': [2700279000, 0], 'hz_actual': [2700279000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",ad5af493
split,1704927018.263738,1704927023.176835,True,afdf9664,vulz7byqwrz3,23001,23000,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.6708 GHz', 'hz_actual_friendly': '2.6708 GHz', 'hz_advertised': [2670847000, 0], 'hz_actual': [2670847000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",ad5af493
reduce,1704927045.990062,1704927047.598241,True,e2c80475,phezr7sa7h41,0,9,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7002 GHz', 'hz_actual_friendly': '2.7002 GHz', 'hz_advertised': [2700190000, 0], 'hz_actual': [2700190000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",ad5af493
reduce,1704927045.894712,1704927050.40939,True,95e4799c,czy56t47u20b,0,9,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7002 GHz', 'hz_actual_friendly': '2.7002 GHz', 'hz_advertised': [2700226000, 0], 'hz_actual': [2700226000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",ad5af493
map,1704927026.395259,1704927031.598695,True,98c432cf,8ij4nn01dy45,15,7708,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.6655 GHz', 'hz_actual_friendly': '2.6655 GHz', 'hz_advertised': [2665490000, 0], 'hz_actual': [2665490000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",ad5af493
reduce,1704927043.902748,1704927048.276783,True,29633e98,bxlmc8kav811,0,9,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.0002 GHz', 'hz_actual_friendly': '2.0002 GHz', 'hz_advertised': [2000171000, 0], 'hz_actual': [2000171000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",ad5af493
map,1704927027.905078,1704927030.29898,True,03303a4c,8m5ccrb769os,15,7653,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.6631 GHz', 'hz_actual_friendly': '2.6631 GHz', 'hz_advertised': [2663114000, 0], 'hz_actual': [2663114000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",ad5af493
shuffle,1704927036.440148,1704927040.59626,True,3fc22256,2wdyhwm9b8ry,0,0,"{'python_version': '3.8.18.final.0 (64 bit)', 'cpuinfo_version': [9, 0, 0], 'cpuinfo_version_string': '9.0.0', 'arch': 'X86_64', 'bits': 64, 'count': 2, 'arch_string_raw': 'x86_64', 'vendor_id_raw': 'GenuineIntel', 'brand_raw': 'unknown', 'hz_advertised_friendly': '2.7002 GHz', 'hz_actual_friendly': '2.7002 GHz', 'hz_advertised': [2700216000, 0], 'hz_actual': [2700216000, 0], 'model': 85, 'family': 6, 'flags': ['3dnowprefetch', 'abm', 'acpi', 'adx', 'aes', 'apic', 'avx', 'avx2', 'avx512bw', 'avx512cd', 'avx512dq', 'avx512f', 'avx512vl', 'bmi1', 'bmi2', 'clflush', 'clflushopt', 'clwb', 'cmov', 'cqm', 'cx16', 'cx8', 'dca', 'de', 'ds_cpl', 'dtes64', 'dts', 'erms', 'est', 'f16c', 'fma', 'fpu', 'fsgsbase', 'fxsr', 'hle', 'ht', 'intel_pt', 'invpcid', 'lahf_lm', 'lm', 'mca', 'mce', 'mmx', 'monitor', 'movbe', 'mpx', 'msr', 'mtrr', 'nx', 'osxsave', 'pae', 'pat', 'pbe', 'pcid', 'pclmulqdq', 'pdcm', 'pdpe1gb', 'pge', 'pku', 'pni', 'popcnt', 'pqe', 'pqm', 'pse', 'pse36', 'rdrand', 'rdrnd', 'rdseed', 'rdt_a', 'rdtscp', 'rtm', 'sdbg', 'sep', 'smap', 'smep', 'smx', 'ss', 'sse', 'sse2', 'sse4_1', 'sse4_2', 'ssse3', 'syscall', 'tm', 'tm2', 'tsc', 'tsc_adjust', 'tsc_deadline_timer', 'tscdeadline', 'vme', 'vmx', 'x2apic', 'xgetbv1', 'xsave', 'xsavec', 'xsaveopt', 'xsaves', 'xtpr'], 'l2_cache_size': 65536, 'l2_cache_line_size': 256, 'l2_cache_associativity': 6, 'stepping': 4}",ad5af493
